Name_submitted	Name_matched	Author_matched	Overall_score	Taxonomic_status	Accepted_name	Accepted_author	Accepted_family	Source	Warnings	Accepted_name_lsid	user_id
ROSACEAE Sanguisorba minor	Sanguisorba minor		1	Accepted	Sanguisorba minor	Scop.	Rosaceae	tropicos;usda	 		15759
UMBELLIFERAE Sanicula chinensis	Sanicula chinensis		1	Accepted	Sanicula chinensis	Bunge	Apiaceae	tropicos	 		15760
UMBELLIFERAE Sanicula marilandica	Sanicula marilandica		1	Accepted	Sanicula marilandica	L.	Apiaceae	tropicos;usda	 		15761
DRACAENACEAE Sansevieria cylindrica	Sansevieria cylindrica		1	Accepted	Sansevieria cylindrica	Bojer	Asparagaceae	tropicos	 		15762
DRACAENACEAE Sansevieria zeylanica	Sansevieria zeylanica		1	Synonym	Sansevieria trifasciata	Prain	Asparagaceae	tropicos	 		15763
SANTALACEAE Santalum album	Santalum album		1	Accepted	Santalum album	L.	Santalaceae	tropicos;usda	 		15764
SAPINDACEAE Dodonaea boroniifolia	Dodonaea boroniifolia		1	No opinion				tropicos	 		15765
SAPINDACEAE Dodonaea petiolaris	Dodonaea petiolaris		1	No opinion				tropicos	 		15766
SAPINDACEAE Dodonaea triquetra	Dodonaea triquetra		1	No opinion				tropicos	 		15767
SAPINDACEAE Dodonaea truncatiales	Dodonaea truncatiales		1	No opinion				tropicos	 		15768
SAPINDACEAE Dodonaea viscosa	Dodonaea viscosa		1	Accepted	Dodonaea viscosa	Jacq.	Sapindaceae	tropicos	 		15769
SAPINDACEAE Euphoria longana	Euphoria longana		1	Synonym	Dimocarpus longan	Lour.	Sapindaceae	tropicos;usda	 		15770
SAPINDACEAE Jagera pseudorhus	Jagera pseudorhus		1	Accepted	Jagera pseudorhus	(A. Rich.) Radlk.	Sapindaceae	tropicos	 		15771
SAPINDACEAE Kolereuteria elegans	Koelreuteria elegans		0.99	Accepted	Koelreuteria elegans	(Seem.) A.C. Sm.	Sapindaceae	tropicos;usda	 		15772
SAPINDACEAE Litchi sinensis	Litchi sinensis		1	Accepted	Litchi sinensis	Sonner	Sapindaceae	tropicos	 		15773
SAPINDACEAE Sapindus emarginatus	Sapindus emarginatus		1	Accepted	Sapindus emarginatus	Vahl	Sapindaceae	tropicos	 		15774
SAPINDACEAE Sapindus mukorossi	Sapindus mukorossi		1	Accepted	Sapindus mukorossi	Gaertn.	Sapindaceae	tropicos;usda	 		15775
SAPINDACEAE Sapindus saponaris	Sapindus saponaria		0.99	Accepted	Sapindus saponaria	L.	Sapindaceae	tropicos;usda	 		15776
SAPINDACEAE Sapindus saponaria	Sapindus saponaria		1	Accepted	Sapindus saponaria	L.	Sapindaceae	tropicos;usda	 		15777
EUPHORBIACEAE Sapium indicum	Sapium indicum		1	Synonym	Shirakiopsis indica	(Willd.) Esser	Euphorbiaceae	tropicos	 		15778
EUPHORBIACEAE Sapium haematospermum	Sapium haematospermum		1	Accepted	Sapium haematospermum	Müll. Arg.	Euphorbiaceae	tropicos	 		15779
EUPHORBIACEAE Sapium montevidense	Sapium montevidense		1	Invalid				tropicos	 		15780
EUPHORBIACEAE Sapium sebiferum	Sapium sebiferum		1	Synonym	Triadica sebifera	(L.) Small	Euphorbiaceae	tropicos	 		15781
EUPHORBIACEAE Sapium sebiferum Roxb.	Sapium sebiferum	(L.) Roxb.	0.89	Invalid				tropicos	 		15782
OCHNACEAE Planchonella australis	Planchonella australis		0.6	Synonym	Xantolis australis	(R. Br.) Baehni	Sapotaceae	tropicos	 		15783
LEGUMINOSAE-CAESALPINIOIDEAE Saraca asoca	Saraca asoca		0.9	Accepted	Saraca asoca	(Roxb.) De Wilde	Fabaceae	tropicos	 		15784
LEGUMINOSAE-CAESALPINIOIDEAE Saraca declinata	Saraca declinata		0.9	Accepted	Saraca declinata	(Jack) Miq.	Fabaceae	tropicos	 		15785
SARCOLAENACEAE Sarcolaena codonochlamus	Sarcolaena codonochlamys		0.99	Accepted	Sarcolaena codonochlamys	Baker	Sarcolaenaceae	tropicos	 		15786
SARCOLAENACEAE Sarcolaena grandiflora	Sarcolaena grandiflora		1	Accepted	Sarcolaena grandiflora	Thouars	Sarcolaenaceae	tropicos	 		15787
SARCOLAENACEAE Sarcolaena multiflora	Sarcolaena multiflora		1	Accepted	Sarcolaena multiflora	Thouars	Sarcolaenaceae	tropicos	 		15788
SARCOLAENACEAE Sarcolaena oblongifolia	Sarcolaena oblongifolia		1	Illegitimate				tropicos	 		15789
LEGUMINOSAE-PAPILIONOIDEAE Sarothamnus scoparius	Sarothamnus scoparius		0.9	Synonym	Cytisus scoparius	(L.) Link	Fabaceae	tropicos	 		15790
LAURACEAE Sassafras albidum	Sassafras albidum		1	Accepted	Sassafras albidum	(Nutt.) Nees	Lauraceae	tropicos;usda	 		15791
LAURACEAE Sassafras tzumu	Sassafras tzumu		1	Accepted	Sassafras tzumu	(Hemsl.) Hemsl.	Lauraceae	tropicos	 		15792
LABIATAE Melissa officinalis L.	Melissa officinalis	L.	1	Accepted	Melissa officinalis	L.	Lamiaceae	tropicos;usda	 		15793
LABIATAE Satureja montana L.	Satureja montana	L.	1	Accepted	Satureja montana	L.	Lamiaceae	tropicos;usda	 		15794
LABIATAE Satureja montana L. subsp. montana	Satureja montana subsp. montana		1	No opinion				tropicos	 		15795
LABIATAE Satureja montana L. subs. pisidica	Satureja montana	L.	0.9	Accepted	Satureja montana	L.	Lamiaceae	tropicos;usda	 		15796
LABIATAE Satureja montana L. subs. variegata	Satureja montana	L.	0.9	Accepted	Satureja montana	L.	Lamiaceae	tropicos;usda	 		15797
LABIATAE Satureja subspicata	Satureja subspicata		1	Synonym	Satureja montana var. subspicata	(Bartl. ex Vis.) Vis.	Lamiaceae	tropicos	 		15798
LABIATAE Satureja subspicata Bartl. ex Vis. subsp. liburnica Silic	Satureja subspicata subsp. liburnica	Å iliÄ‡	0.84	Synonym	Satureja subspicata fo. liburnica	(Å iliÄ‡) Å iliÄ‡	Lamiaceae	tropicos	 		15799
LABIATAE Satureja hortensis L.	Satureja hortensis	L.	1	Accepted	Satureja hortensis	L.	Lamiaceae	tropicos;usda	 		15800
LABIATAE Satureja kitaibelii Wierzb. ex Heuff.	Satureja kitaibelii	Wierzb. ex Heuff.	1	Synonym	Satureja montana subsp. kitaibelii	(Wierzb. ex Heuff.) P.W. Ball	Lamiaceae	tropicos	 		15801
LABIATAE Satureja horvatii Silic	Satureja horvatii	Å iliÄ‡	0.84	No opinion				tropicos	 		15802
LABIATAE Satureja pilosa Velen	Satureja pilosa	Velen.	0.95	No opinion				tropicos	 		15803
LABIATAE Satureja cuneifolia Ten.	Satureja cuneifolia	Ten.	1	Synonym	Satureja montana subsp. cuneifolia	(Ten.) O. Bolòs & Vigo	Lamiaceae	tropicos	 		15804
LABIATAE Satureja coreana	Satureja coreana		1	Accepted	Satureja coreana	(H. Lév.) Nakai	Lamiaceae	tropicos	 		15805
LABIATAE Satureja hortensis	Satureja hortensis		1	Accepted	Satureja hortensis	L.	Lamiaceae	tropicos;usda	 		15806
LABIATAE Satureja thymbra	Satureja thymbra		1	Synonym	Clinopodium thymbra	(L.) Kuntze	Lamiaceae	tropicos	 		15807
CRUCIFERAE Savignya parviflora	Savignya parviflora		1	Accepted	Savignya parviflora	Webb	Brassicaceae	tropicos	 		15808
SAXIFRAGACEAE Saxifraga granulata	Saxifraga granulata		1	No opinion				tropicos	 		15809
SAXIFRAGACEAE Saxifraga nesacea	Saxifraga		0.6	Accepted	Saxifraga	L.	Saxifragaceae	tropicos	 [Partial match] 		15810
SAXIFRAGACEAE Saxifraga nivalis	Saxifraga nivalis		1	Synonym	Micranthes nivalis	(L.) Small	Saxifragaceae	tropicos	 		15811
SAXIFRAGACEAE Saxifraga oppositifolia	Saxifraga oppositifolia		1	Accepted	Saxifraga oppositifolia	L.	Saxifragaceae	tropicos;usda	 		15812
GROSSULARIACEAE Ribes alpinum L.	Ribes alpinum	L.	1	No opinion				tropicos	 		15813
GROSSULARIACEAE Ribes inebrians Lindl.	Ribes inebrians	Lindl.	1	Accepted	Ribes inebrians	Lindl.	Grossulariaceae	tropicos	 		15814
GROSSULARIACEAE Ribes montigenum McClatchie	Ribes montigenum	McClatchie	1	Accepted	Ribes montigenum	McClatchie	Grossulariaceae	tropicos;usda	 		15815
GROSSULARIACEAE Ribes orientale Desf.	Ribes orientale	Desf.	1	Accepted	Ribes orientale	Desf.	Grossulariaceae	tropicos	 		15816
DIPSACACEAE Scabiosa atropurpurea	Scabiosa atropurpurea		1	Accepted	Scabiosa atropurpurea	L.	Caprifoliaceae	tropicos;usda	 		15817
UMBELLIFERAE Scaligeria aitchisonii	Scaligeria		0.6	Accepted	Scaligeria	DC.	Apiaceae	tropicos	 [Partial match] 		15818
UMBELLIFERAE Scaligeria meifolia	Scaligeria		0.6	Accepted	Scaligeria	DC.	Apiaceae	tropicos	 [Partial match] 		15819
UMBELLIFERAE Scandix iberica	Scandix iberica		1	Accepted	Scandix iberica	M. Bieb.	Apiaceae	tropicos	 		15820
UMBELLIFERAE Scandix macrorhyncha	Scandix macrorhyncha		1	Accepted	Scandix macrorhyncha	C.A. Mey.	Apiaceae	tropicos	 		15821
UMBELLIFERAE Scandix pecten-veneris	Scandix pecten-veneris		1	Accepted	Scandix pecten-veneris	L.	Apiaceae	tropicos;usda	 		15822
CRUCIFERAE Schimpera arabica	Schimpera arabica		1	Accepted	Schimpera arabica	Hochst. & Steud.	Brassicaceae	tropicos	 		15823
ANACARDIACEAE Schinus molle	Schinus molle		1	Accepted	Schinus molle	L.	Anacardiaceae	tropicos;usda	 		15824
SCHISANDRACEAE Schisandra chinensis	Schisandra chinensis		1	Accepted	Schisandra chinensis	(Turcz.) Baill.	Schisandraceae	tropicos	 		15825
SOLANACEAE Schizanthus pinnatus	Schizanthus pinnatus		1	Accepted	Schizanthus pinnatus	Ruiz & Pav.	Solanaceae	tropicos;usda	 		15826
SARCOLAENACEAE Schizolaena elongata	Schizolaena elongata		1	Accepted	Schizolaena elongata	Thouars	Sarcolaenaceae	tropicos	 		15827
SARCOLAENACEAE Schizolaena exinvolucrata	Schizolaena exinvolucrata		1	Accepted	Schizolaena exinvolucrata	Baker	Sarcolaenaceae	tropicos	 		15828
MYRISTICACEAE Virola sebifera	Virola sebifera		1	Accepted	Virola sebifera	Aubl.	Myristicaceae	tropicos;usda	 		16687
COMBRETACEAE Terminalia catappa	Terminalia catappa		1	Accepted	Terminalia catappa	L.	Combretaceae	tropicos;usda	 		16688
RANUNCULACEAE Thalictrum spp.	Thalictrum		0.9	Accepted	Thalictrum	L.	Ranunculaceae	tropicos	 		16689
PINACEAE Pseudotsuga menzei	Pseudotsuga		0.6	Accepted	Pseudotsuga	Carrière	Pinaceae	tropicos	 [Partial match] 		16690
PINACEAE Picea obovata	Picea obovata		1	Accepted	Picea obovata	Ledeb.	Pinaceae	tropicos	 		16691
COMPOSITAE Tragopogon porrifolius	Tragopogon porrifolius		1	Accepted	Tragopogon porrifolius	L.	Asteraceae	tropicos;gcc;usda	 		16692
TROPAEOLACEAE Tropaeolum minus L.	Tropaeolum minus	L.	1	Accepted	Tropaeolum minus	L.	Tropaeolaceae	tropicos;usda	 		17117
RUTACEAE Skimmia arborescens	Skimmia arborescens		1	Accepted	Skimmia arborescens	T. Anderson ex Gamble	Rutaceae	tropicos	 		17118
TAXODIACEAE Sequoia gigantea	Sequoia gigantea		1	Synonym	Sequoiadendron giganteum	(Lindl.) J. Buchholz	Cupressaceae	tropicos;usda	 		17119
CUPRESSACEAE Chamaecyparis thyoides	Chamaecyparis thyoides		1	Accepted	Chamaecyparis thyoides	(L.) Britton, Sterns & Poggenb.	Cupressaceae	tropicos;usda	 		17120
CUPRESSACEAE Cupressus nootkatensis	Cupressus nootkatensis		1	Synonym	Callitropsis nootkatensis	(D. Don) Florin	Cupressaceae	tropicos	 		17121
TAXODIACEAE Cryptomeria saponica	Cryptomeria japonica		0.99	Accepted	Cryptomeria japonica	(Thunb. ex L. f.) D. Don	Cupressaceae	tropicos	 		17122
SOLANACEAE Solanum diflorum	Solanum diflorum		1	Synonym	Solanum pseudocapsicum	L.	Solanaceae	tropicos	 		17123
SOLANACEAE Solanum elaegnifolium	Solanum elaeagnifolium		0.99	Accepted	Solanum elaeagnifolium	Cav.	Solanaceae	tropicos;usda	 		17124
SOLANACEAE Solanum indicum	Solanum indicum		1	Illegitimate				tropicos	 		17125
SOLANACEAE Solanum khasanum	Solanum khasianum		0.99	Synonym	Solanum aculeatissimum	Jacq.	Solanaceae	tropicos	 		17126
SOLANACEAE Solanum marginatum	Solanum marginatum		1	Accepted	Solanum marginatum	L. f.	Solanaceae	tropicos;usda	 		17127
MYRISTICACEAE Staudtia gabonensis	Staudtia gabonensis		1	Accepted	Staudtia gabonensis	Warb.	Myristicaceae	tropicos	 		17128
STERCULIACEAE Brachychiton acerifolium	Brachychiton acerifolius		0.99	Accepted	Brachychiton acerifolius	(A. Cunn.) Macarthur & C. Moore	Malvaceae	tropicos	 		17129
STERCULIACEAE Brachychiton gregorii	Brachychiton gregorii		1	Synonym	Brachychiton acerifolius var. gregorii	(F. Muell.) A. Terracc.	Malvaceae	tropicos	 		17130
STERCULIACEAE Brachychiton populneus	Brachychiton populneus		1	Accepted	Brachychiton populneus	(Schott & Endl.) R. Br.	Malvaceae	tropicos	 		17131
STERCULIACEAE Eriolaena hookeriana	Eriolaena hookeriana		1	No opinion				tropicos	 		17132
STERCULIACEAE Firmiana platinifolia	Firmiana platanifolia		0.99	Invalid				tropicos	 [Ambiguous match] 		17133
STERCULIACEAE Heritiera actinophylla	Heritiera actinophylla		1	Accepted	Heritiera actinophylla	(F.M. Bailey) Kosterm.	Malvaceae	usda	 		17134
STERCULIACEAE Lasiopetalum macrophyllum	Lasiopetalum		0.6	No opinion				tropicos	 [Partial match] 		17135
STERCULIACEAE Sterculia africana	Sterculia africana		1	Accepted	Sterculia africana	(Lour.) Fiori	Malvaceae	tropicos	 		17136
STERCULIACEAE Sterculia alata	Sterculia alata		1	Synonym	Pterygota alata	(Roxb.) R. Br.	Malvaceae	tropicos	 		17137
STERCULIACEAE Sterculia foetida	Sterculia foetida		1	Accepted	Sterculia foetida	L.	Malvaceae	tropicos;usda	 		17138
 Torrentia utilis	Tarrietia utilis		0.8	Accepted	Tarrietia utilis	(Sprague) Sprague	Malvaceae	tropicos	 		17139
CUPRESSACEAE Callitris columellaris	Callitris columellaris		1	Accepted	Callitris columellaris	F. Muell.	Cupressaceae	tropicos	 		17140
CUPRESSACEAE Callitris endlicheri	Callitris endlicheri		1	Accepted	Callitris endlicheri	(Parl.) F.M. Bailey	Cupressaceae	tropicos	 		17141
CUPRESSACEAE Callitris oblonga	Callitris oblonga		1	No opinion				tropicos	 		17142
CUPRESSACEAE Callitris rhomboidea	Callitris rhomboidea		1	Synonym	Frenela rhomboidea	(R. Br. ex Rich. & A. Rich.) Endl.	Cupressaceae	tropicos	 		17143
PODOCARPACEAE Podocarpus lawrencei	Podocarpus lawrencei		1	Synonym	Podocarpus alpinus var. lawrencei	(Hook. f.) Hook. f.	Podocarpaceae	tropicos	 		17144
TAXODIACEAE Athrotaxis selaginoides	Athrotaxis selaginoides		1	Synonym	Cunninghamia selaginoides	(D. Don) Siebold & Zucc.	Cupressaceae	tropicos	 		17145
ZAMIACEAE Macrozamia communis	Macrozamia communis		1	Accepted	Macrozamia communis	L.A.S. Johnson	Zamiaceae	tropicos;usda	 		17146
PINACEAE Pinus cembra var. sibirica	Pinus cembra var. sibirica		1	Synonym	Pinus sibirica	Du Tour	Pinaceae	tropicos	 		17147
SIMAROUBACEAE Alvaradoa amorphoides	Alvaradoa amorphoides		1	Accepted	Alvaradoa amorphoides	Liebm.	Picramniaceae	tropicos;usda	 		17148
SIMAROUBACEAE Picramnia lindeniana	Picramnia lindeniana		1	Accepted	Picramnia lindeniana	Tul.	Picramniaceae	tropicos	 		17149
SIMAROUBACEAE Picramnia quassiodes	Picramnia		0.6	Accepted	Picramnia	Sw.	Picramniaceae	tropicos	 [Partial match] 		17150
SIMAROUBACEAE Picramnia sellowii	Picramnia sellowii		1	Accepted	Picramnia sellowii	Planch.	Picramniaceae	tropicos	 		17151
SIMAROUBACEAE Picramnia sow	Picramnia		0.6	Accepted	Picramnia	Sw.	Picramniaceae	tropicos	 [Partial match] 		17152
CRUCIFERAE Sinapidendron angustifolium (DC.) Lowe	Sinapidendron angustifolium	Lowe	0.92	Accepted	Sinapidendron angustifolium	Lowe	Brassicaceae	tropicos	 		17153
CRUCIFERAE Sisymbrium alliara	Sisymbrium alliaria		0.99	Synonym	Alliaria petiolata	(M. Bieb.) Cavara & Grande	Brassicaceae	tropicos;usda	 		17154
CRUCIFERAE Sisymbrium altissimum L.	Sisymbrium altissimum	L.	1	Accepted	Sisymbrium altissimum	L.	Brassicaceae	tropicos;usda	 		17155
SANTALACEAE Acanthosyris spinescens	Acanthosyris spinescens		1	Accepted	Acanthosyris spinescens	(Mart. & Eichler) Griseb.	Santalaceae	tropicos	 		17156
SANTALACEAE Exocarpos cupressiformis	Exocarpos cupressiformis		1	No opinion				tropicos	 		17157
SANTALACEAE Pyrularia pubera	Pyrularia pubera		1	Accepted	Pyrularia pubera	Michx.	Santalaceae	tropicos;usda	 		17158
PINACEAE Pinus mughus	Pinus mughus		1	Synonym	Pinus mugo	Turra	Pinaceae	tropicos	 		17159
PINACEAE Pinus strobus	Pinus strobus		1	Accepted	Pinus strobus	L.	Pinaceae	tropicos;usda	 		17160
PINACEAE Pinus sibirica	Pinus sibirica		1	Accepted	Pinus sibirica	Du Tour	Pinaceae	tropicos;usda	 		17161
PINACEAE Pinus cembra	Pinus cembra		1	Synonym	Strobus cembra	(L.) Moldenke	Pinaceae	tropicos	 		17162
PINACEAE Pinus uncinata	Pinus uncinata		1	Synonym	Pinus mugo subsp. uncinata	(Raymond ex A. DC.) Domin	Pinaceae	tropicos	 		17163
PINACEAE Pinus keokelare	Pinus		0.6	Accepted	Pinus	L.	Pinaceae	tropicos	 [Partial match] 		17164
LYTHRACEAE Punica granatum	Punica granatum		1	Accepted	Punica granatum	L.	Lythraceae	tropicos;usda	 		17165
FAGACEAE Quercus incana	Quercus incana		1	Accepted	Quercus incana	W. Bartram	Fagaceae	tropicos;usda	 		17166
RANUNCULACEAE Anemone cylindrica Gray	Anemone cylindrica	A. Gray	0.95	Accepted	Anemone cylindrica	A. Gray	Ranunculaceae	tropicos;usda	 		17167
RANUNCULACEAE Anemone decapetala Ard.	Anemone decapetala	Ard.	1	Accepted	Anemone decapetala	Ard.	Ranunculaceae	tropicos	 		17168
RANUNCULACEAE Ranunculus arvensis L.	Ranunculus arvensis	L.	1	Accepted	Ranunculus arvensis	L.	Ranunculaceae	tropicos;usda	 		17169
RANUNCULACEAE Ranunculus constantinopolitanus D 'Urv.	Ranunculus constantinopolitanus	d'Urv.	0.74	Accepted	Ranunculus constantinopolitanus	d'Urv.	Ranunculaceae	tropicos	 		17170
RANUNCULACEAE Ranunculus falcatus L.	Ranunculus falcatus	L.	1	Synonym	Ceratocephala falcata	(L.) Pers.	Ranunculaceae	tropicos	 		17171
RANUNCULACEAE Ranunculus sardous Crantz.	Ranunculus sardous	Crantz	0.95	Accepted	Ranunculus sardous	Crantz	Ranunculaceae	tropicos;usda	 		17172
RANUNCULACEAE Ranunculus sericeus Poir.	Ranunculus sericeus	Poir.	1	Accepted	Ranunculus sericeus	Poir.	Ranunculaceae	tropicos	 		17173
TAXACEAE Taxus grandis	Taxus		0.6	Accepted	Taxus	L.	Taxaceae	tropicos	 [Partial match] 		17174
TAXACEAE Taxus nucifera	Taxus nucifera		1	Synonym	Torreya nucifera var. radicans	(L.) Nakai	Taxaceae	tropicos	 		17175
PINACEAE Pinus nelsonii	Pinus nelsonii		1	Accepted	Pinus nelsonii	Shaw	Pinaceae	tropicos	 		17176
PINACEAE Pinus maximartinezii	Pinus maximartinezii		1	Accepted	Pinus maximartinezii	Rzed.	Pinaceae	tropicos;usda	 		17177
EUPHORBIACEAE Ricinocarpus bowmanii	Ricinocarpos bowmanii		0.99	Synonym	Roeperia bowmanii	(F. Muell.) Kuntze	Euphorbiaceae	tropicos	 		17178
EUPHORBIACEAE Ricinocarpus tuberculatus	Ricinocarpos tuberculatus		0.99	Synonym	Roeperia tuberculata	(Müll. Arg.) Kuntze	Euphorbiaceae	tropicos	 		17179
CHRYSOBALANACEAE Chrysobalanus icaco	Chrysobalanus icaco		1	Accepted	Chrysobalanus icaco	L.	Chrysobalanaceae	tropicos;usda	 		17180
CHRYSOBALANACEAE Parinarium insularium	Parinari insalarum		0.94	No opinion				tropicos	 		17181
CHRYSOBALANACEAE Parinarium laurinum	Parinari laurina		0.92	Synonym	Cyclandrophora laurina	(A. Gray) A. Gray	Chrysobalanaceae	tropicos	 		17182
ROSACEAE Prunus yeodensis	Prunus yedoensis		0.99	Synonym	Cerasus yedoensis	(Matsum.) A.N. Vassiljeva	Rosaceae	tropicos	 		17183
PINACEAE Pinus edulis	Pinus edulis		1	Accepted	Pinus edulis	Engelm.	Pinaceae	tropicos;usda	 		17184
PINACEAE Pinus sabiniana	Pinus sabiniana		1	Accepted	Pinus sabiniana	Douglas ex D. Don	Pinaceae	tropicos	 		17185
PINACEAE Pinus gerardiana	Pinus gerardiana		1	Accepted	Pinus gerardiana	Wall. ex D. Don	Pinaceae	tropicos;usda	 		17186
RUTACEAE Feronia elephantum	Feronia elephantum		1	Synonym	Feronia limonia	(L.) Swingle	Rutaceae	tropicos	 		17187
POLYGALACEAE Monnina emarginata	Monnina emarginata		1	Synonym	Monnina cuneata	A. St.-Hil.	Polygalaceae	tropicos	 		17188
CUPRESSACEAE Fokienia hodginsii	Fokienia hodginsii		1	Accepted	Fokienia hodginsii	(Dunn) A. Henry & H.H. Thomas	Cupressaceae	tropicos	 		17189
MALVACEAE Abutilon pseudocleitoganum	Abutilon pseudocleistogamum		0.99	Accepted	Abutilon pseudocleistogamum	Hochr.	Malvaceae	tropicos	 		17190
MALVACEAE Abutilon auritum	Abutilon auritum		1	Accepted	Abutilon auritum	(Wall. ex Link) Sweet	Malvaceae	tropicos;usda	 		17191
MALVACEAE Abutilon amplum	Abutilon amplum		1	No opinion				tropicos	 		17192
MALVACEAE Abutilon graveolens	Abutilon graveolens		1	Synonym	Abutilon hirtum var. hirtum		Malvaceae	tropicos	 		17193
MALVACEAE Abutilon crispum	Abutilon crispum		1	Synonym	Herissantia crispa	(L.) Brizicky	Malvaceae	tropicos	 		17194
MALVACEAE Abutilon ramosum	Abutilon ramosum		1	Accepted	Abutilon ramosum	(Cav.) Guill. & Perr.	Malvaceae	tropicos	 		17195
MALVACEAE Hibiscus sabdariffa	Hibiscus sabdariffa		1	Accepted	Hibiscus sabdariffa	L.	Malvaceae	tropicos;usda	 		17196
MALVACEAE Hibiscus ficulneus	Hibiscus ficulneus		1	Synonym	Abelmoschus ficulneus	(L.) Wight & Arn.	Malvaceae	tropicos	 		17197
MALVACEAE Hibiscus cannabinus	Hibiscus cannabinus		1	Synonym	Hibiscus asper	Hook. f.	Malvaceae	tropicos	 		17198
MALVACEAE Hibiscus esculentus	Hibiscus esculentus		1	Synonym	Abelmoschus esculentus	(L.) Moench	Malvaceae	tropicos;usda	 		17199
MALVACEAE Hibiscus caesius	Hibiscus caesius		1	Accepted	Hibiscus caesius	Garcke	Malvaceae	tropicos	 		17200
MALVACEAE Hibiscus leptocladus	Hibiscus		0.6	Accepted	Hibiscus	L.	Malvaceae	tropicos	 [Partial match] 		17201
MALVACEAE Sida echinocarpa	Sida		0.6	Accepted	Sida	L.	Malvaceae	tropicos	 [Partial match] 		17202
MALVACEAE Gossypium robinsonii	Gossypium robinsonii		1	Synonym	Gossypium sturtii subsp. robinsonii	(F. Muell.) Roberty	Malvaceae	tropicos	 		17203
ROSACEAE Prunus communis	Prunus communis		1	Synonym	Amygdalus communis	L.	Rosaceae	tropicos	 [Ambiguous match] 		17204
MALVACEAE Hibiscus trionum	Hibiscus trionum		1	Accepted	Hibiscus trionum	L.	Malvaceae	tropicos;usda	 		17205
MALVACEAE Hibiscus diversifolius	Hibiscus diversifolius		1	Accepted	Hibiscus diversifolius	Jacq.	Malvaceae	tropicos	 		17206
MALVACEAE Hibiscus sturtianum	Hibiscus		0.6	Accepted	Hibiscus	L.	Malvaceae	tropicos	 [Partial match] 		17207
MALVACEAE Hibiscus bojeranus	Hibiscus bojerianus		0.99	Accepted	Hibiscus bojerianus	Baill.	Malvaceae	tropicos	 		17208
MALVACEAE Hibiscus grandidieri	Hibiscus grandidieri		1	Accepted	Hibiscus grandidieri	Baill.	Malvaceae	tropicos	 		17209
MALVACEAE Gossypium hirsutum	Gossypium hirsutum		1	Accepted	Gossypium hirsutum	L.	Malvaceae	tropicos;usda	 		17210
MALVACEAE Sida cordifolia	Sida cordifolia		1	Accepted	Sida cordifolia	L.	Malvaceae	tropicos;usda	 		17211
MALVACEAE Sida acuta	Sida acuta		1	Accepted	Sida acuta	Burm. f.	Malvaceae	tropicos;usda	 		17212
MALVACEAE Sida rhombifolia	Sida rhombifolia		1	Accepted	Sida rhombifolia	L.	Malvaceae	tropicos;usda	 		17213
MALVACEAE Sida veronicifolia	Sida veronicifolia		1	Accepted	Sida veronicifolia	Lam.	Malvaceae	tropicos	 		17214
MALVACEAE Sida ovata	Sida ovata		1	Accepted	Sida ovata	Forssk.	Malvaceae	tropicos	 		17215
MALVACEAE Sida mysorensis	Sida mysorensis		1	Accepted	Sida mysorensis	Wight & Arn.	Malvaceae	tropicos	 		17216
MALVACEAE Malva parviflora	Malva parviflora		1	Accepted	Malva parviflora	L.	Malvaceae	tropicos;usda	 		17217
MALVACEAE Malva montana	Maesa montana		0.85	Accepted	Maesa montana	A. DC.	Primulaceae	tropicos	 		17218
MALVACEAE Malva tournefortiana	Malva tournefortiana		1	No opinion				tropicos	 		17219
ROSACEAE Prunus mume	Prunus mume		1	Synonym	Armeniaca mume var. mume		Rosaceae	tropicos	 		17220
